Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number,serf_num,state,page_url,form,auth_url,form_name,submission_date
Securian Life Insurance Company,93742.0,Critical Illness Insurance 3.0,H07G.002 Dread Disease,Form,Closed - Closed Exempt,MNNL-133704557,97,133704557,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133704557,True,https://filingaccess.serff.com/sfa/home/SC,[],ui-button
Securian Life Insurance Company,93742.0,Critical Illness Insurance 3.0,H07G.002 Dread Disease,Form,Closed - Closed Exempt,MNNL-134232896,97,134232896,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134232896,True,https://filingaccess.serff.com/sfa/home/SC,['Group Critical Illness Application'],8/30/24
Securian Life Insurance Company,93742.0,Group Accident,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,MNNL-129977460,97,129977460,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129977460,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Accident Insurance Policy', 'Group Accident Certificate of Insurance', 'Accidental Death and Dismemberment Certificate Supplement', 'Group Accident Continuation of Insurance Certificate Supplement', 'Group Accident COBRA Continuation of Insurance Certificate Supplement', 'Group Accident Insurance Portability Certificate Supplement', 'Waiver of Premium Certificate Supplement', 'Waiver of Premium Certificate Supplement', 'Health and Wellness Benefit Certificate Supplement', 'Certificate Specifications Page', 'Certificate Profile Page', 'Group Accident Insurance Policyholder Application', 'Group Accident Insurance Policyholder Application', 'Group Accident Insurance Enrollment', 'Group Accident Insurance Certificate Endorsement']",3/30/15
Securian Life Insurance Company,93742.0,Group Accident 2.0,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,MNNL-131265063,97,131265063,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131265063,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Accident Insurance Policyholder Application', 'Group Accident Insurance Policy', 'Group Accident Certificate of Insurance', 'Accidental Death Certificate Supplement', 'Accidental Death and Dismemberment Certificate Supplement', 'Catastrophic Loss Certificate Supplement', 'Dependent Parent Certificate Supplement', 'Waiver of Premium Certificate Supplement', 'Group Accident Insurance Portability Certificate Supplement', 'Group Accident Continuation of Insurance Certificate Supplement', 'Group Accident COBRA Continuation of Insurance Certificate Supplement', 'Health and Wellness Certificate Supplement', 'Certificate Specification Page', 'Certificate Specification Page', 'Group Accident Certificate Profile', 'Implementation Credit Policy Rider', 'Group Accident Certificate Endorsement']",11/13/17
Securian Life Insurance Company,93742.0,Group Accident Insurance,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-133840024,97,133840024,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133840024,True,https://filingaccess.serff.com/sfa/home/SC,[],10/3/23
Securian Life Insurance Company,93742.0,Group Accident Insurance,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,MNNL-133618718,97,133618718,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133618718,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Accident Insurance Policy', 'Group Accident Certificate of Insurance', 'Group Accident Insurance Certificate Profile Page', 'Group Accident Insurance Policyholder Application', 'Group Accident Insurance Enrollment', 'Group Accident Insurance Certificate Endorsement', 'Implementation Credit Policy Rider']",3/30/23
Securian Life Insurance Company,93742.0,Group Critical Illness Insurance,H07G.002 Dread Disease,Form,Closed - Closed Exempt,MNNL-129754049,97,129754049,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129754049,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Critical Illness Insurance Policy', 'Group Critical Illness Certificate of Insurance', 'Group Critical Illness Certificate Specifications Page', 'Group Critical Illness Profile Page', 'Group Critical Illness Continuation of Insurance Certificate Supplement', 'Group Critical Illness Trauma Benefit Certificate Supplement', 'Group Critical Illness Insurance Portability Certificate Supplement', 'Group Critical Illness Waiver of Premium Certificate Supplement', 'Group Critical Illness Health and Wellness Benefit Certificate Supplement', 'Group Critical Illness COBRA Continuation of Insurance Certificate Supplement', 'Group Critical Illness Group Policy Amendment', 'Group Critical Illness Certificate Endorsement', 'Group Critical Illness Policyholder Application', 'Group Critical Illness Enrollment', 'Group Critical Illness Evidence of Insurability', 'Group Critical Illness Application', 'Group Critical Illness Insurance Policy', 'Group Critical Illness Certificate of Insurance', 'Group Critical Illness Certificate Specifications Page', 'Group Critical Illness Profile Page', 'Group Critical Illness Continuation of Insurance Certificate Supplement', 'Group Critical Illness Trauma Benefit Certificate Supplement', 'Group Critical Illness Insurance Portability Certificate Supplement', 'Group Critical Illness Waiver of Premium Certificate Supplement']",10/7/14
Securian Life Insurance Company,93742.0,Group Dental Plan,H21.000 Health - Other,Form,Closed - Closed For Informational Purposes Only,CLTR-131415637,97,131415637,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131415637,True,https://filingaccess.serff.com/sfa/home/SC,[],3/29/18
Securian Life Insurance Company,93742.0,Group Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,MNNL-130426035,97,130426035,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130426035,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Hospital Indemnity Insurance Policy', 'Group Hospital Indemnity Certificate of Insurance', 'Group Hospital Indemnity Continuation of Insurance Certificate Supplement', 'Group Hospital Indemnity COBRA Continuation of Insurance Certificate Supplement', 'Group Hospital Indemnity Insurance Portability Certificate Supplement', 'Waiver of Premium Certificate Supplement', 'Health and Wellness Benefit Certificate Supplement', 'Certificate Specifications Page', 'Certificate Profile Page', 'Group Hospital Indemnity Insurance Certificate Endorsement', 'Group Hospital Indemnity Policyholder Application', 'Group Hospital Indemnity Enrollment', 'Group Hospital Indemnity Application']",2/1/16
Securian Life Insurance Company,93742.0,Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,MNNL-133708154,97,133708154,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133708154,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Hospital Indemnity Insurance Policy', 'Group Hospital Indemnity Certificate of Insurance', 'Group Hospital Indemnity Insurance Certificate Profile Page', 'Group Hospital Indemnity Policyholder Application', 'Group Hospital Indemnity Application', 'Group Hospital Indemnity Insurance Certificate Endorsement']",6/14/23
Securian Life Insurance Company,93742.0,ICR 2.1,H21.000 Health - Other,Form,Closed - Closed Exempt,MNNL-131409965,97,131409965,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131409965,True,https://filingaccess.serff.com/sfa/home/SC,['Implementation Credit Policy Rider'],3/7/18
Securian Life Insurance Company,93742.0,Implementation Credit Policy Rider,H21.000 Health - Other,Form,Closed - Closed Exempt,MNNL-130889594,97,130889594,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130889594,True,https://filingaccess.serff.com/sfa/home/SC,['Implementation Credit Rider'],1/23/17
Securian Life Insurance Company,93742.0,Individual Critical Illness Insurance,H07I.001 Critical Illness,Form/Rate,Closed - Approved,MNNL-130271228,97,130271228,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130271228,True,https://filingaccess.serff.com/sfa/home/SC,"['Individual Critical Illness Insurance Policy', 'Individual Critical Illness Insurance Benefit Schedule', 'Individual Critical Illness Insurance Benefit Schedule', 'Individual Critical Illness Insurance Dependent Rider', 'Individual Critical Illness Insurance Additional Covered Conditions Rider', 'Individual Critical Illness Insurance Trauma Rider', 'Individual Critical Illness Insurance Return of Premium Rider', 'Individual Critical Illness Insurance Return of Premium Rider', 'Individual Critical Illness Insurance Outline of Coverage', 'Individual Critical Illness Insurance Application', 'Individual Critical Illness Insurance Application', 'Individual Critical Illness Insurance Application', 'Individual Critical Illness Insurance Application', 'Rates']",11/18/15
Securian Life Insurance Company,93742.0,Officer Signature Change - SLIC Health Forms,H21.000 Health - Other,Form,Closed - Closed For Informational Purposes Only,MNNL-133025952,97,133025952,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133025952,True,https://filingaccess.serff.com/sfa/home/SC,[],10/29/21
Securian Life Insurance Company,93742.0,Participating Organization Rider,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Closed Exempt,MNNL-130790122,97,130790122,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130790122,True,https://filingaccess.serff.com/sfa/home/SC,"['Participating Organization Policy Rider', 'Participating Organization Certificate Supplement', 'Group Accidental Death & Dismemberment Insurance Policyholder Application', 'Participating Organization Exhibit']",11/1/16
Securian Life Insurance Company,93742.0,Securian Group AD - AMVETS,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131605567,97,131605567,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131605567,True,https://filingaccess.serff.com/sfa/home/SC,[],8/6/18
Securian Life Insurance Company,93742.0,Securian Group AD - Elks/OSOI,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131483248,97,131483248,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131483248,True,https://filingaccess.serff.com/sfa/home/SC,[],5/1/18
Securian Life Insurance Company,93742.0,Securian Group AD - Kiwanis,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131574746,97,131574746,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131574746,True,https://filingaccess.serff.com/sfa/home/SC,[],7/10/18
Securian Life Insurance Company,93742.0,Securian Group AD - NRA,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131492939,97,131492939,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131492939,True,https://filingaccess.serff.com/sfa/home/SC,[],5/9/18
Securian Life Insurance Company,93742.0,Securian Group AD - TREA,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131507969,97,131507969,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131507969,True,https://filingaccess.serff.com/sfa/home/SC,[],5/22/18
Securian Life Insurance Company,93742.0,Securian Group AD 2017 - AMTA,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131280410,97,131280410,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131280410,True,https://filingaccess.serff.com/sfa/home/SC,[],11/27/17
Securian Life Insurance Company,93742.0,Securian Group AD 2017 - Moose,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131280691,97,131280691,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131280691,True,https://filingaccess.serff.com/sfa/home/SC,[],11/27/17
Securian Life Insurance Company,93742.0,Securian Group AD 2017 - VFW,H02G.000 Health - Accident Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131310747,97,131310747,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131310747,True,https://filingaccess.serff.com/sfa/home/SC,[],12/19/17
Securian Life Insurance Company,93742.0,Securian Group Cancer - AAA/MCA/TREA,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131569240,97,131569240,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131569240,True,https://filingaccess.serff.com/sfa/home/SC,[],7/16/18
Securian Life Insurance Company,93742.0,Securian Group Cancer - AAPG/SEG,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131418793,97,131418793,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131418793,True,https://filingaccess.serff.com/sfa/home/SC,[],3/13/18
Securian Life Insurance Company,93742.0,Securian Group Cancer - AAPL/SPE,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131401708,97,131401708,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131401708,True,https://filingaccess.serff.com/sfa/home/SC,[],7/12/18
Securian Life Insurance Company,93742.0,Securian Group Cancer - AUSA,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131585552,97,131585552,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131585552,True,https://filingaccess.serff.com/sfa/home/SC,[],7/18/18
Securian Life Insurance Company,93742.0,Securian Group Cancer - Elks/OSOI,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131483251,97,131483251,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131483251,True,https://filingaccess.serff.com/sfa/home/SC,[],5/1/18
Securian Life Insurance Company,93742.0,Securian Group Cancer - Kiwanis,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131594640,97,131594640,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131594640,True,https://filingaccess.serff.com/sfa/home/SC,[],7/26/18
Securian Life Insurance Company,93742.0,Securian Group Cancer - NRA,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131402486,97,131402486,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131402486,True,https://filingaccess.serff.com/sfa/home/SC,[],2/28/18
Securian Life Insurance Company,93742.0,Securian Group Cancer 2017 - AMTA,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131280593,97,131280593,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131280593,True,https://filingaccess.serff.com/sfa/home/SC,[],11/27/17
Securian Life Insurance Company,93742.0,Securian Group Cancer 2017 - Moose,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131280673,97,131280673,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131280673,True,https://filingaccess.serff.com/sfa/home/SC,[],11/27/17
Securian Life Insurance Company,93742.0,Securian Group Cancer 2017 - VFW,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131311965,97,131311965,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131311965,True,https://filingaccess.serff.com/sfa/home/SC,[],12/19/17
Securian Life Insurance Company,93742.0,Securian Group HIP - AAA,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131583239,97,131583239,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131583239,True,https://filingaccess.serff.com/sfa/home/SC,[],7/17/18
Securian Life Insurance Company,93742.0,Securian Group HIP - Elks/OSOI,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131483245,97,131483245,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131483245,True,https://filingaccess.serff.com/sfa/home/SC,[],5/1/18
Securian Life Insurance Company,93742.0,Securian Group HIP - NRA,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131322501,97,131322501,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131322501,True,https://filingaccess.serff.com/sfa/home/SC,[],1/2/18
Securian Life Insurance Company,93742.0,Securian Group HIP - TREA,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131475428,98,131475428,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131475428,True,https://filingaccess.serff.com/sfa/home/SC,[],4/25/18
Securian Life Insurance Company,93742.0,Securian Group HIP 2017,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131090122,98,131090122,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131090122,True,https://filingaccess.serff.com/sfa/home/SC,"['Certificate of Insurance', 'Accident Benefit Rider', 'Accidental Death [and Dismemberment] Benefit Rider', '[Accident] [Emergency] Outpatient Care Benefit Rider', 'Accumulation Benefit Rider', 'Cancer Benefit Rider', '[Emergency Room and Ambulance] Benefit Rider', 'Extended Confinement Benefit Rider', 'Firearm Accident Benefit Rider', '[Inpatient] Surgical and Anesthesia Benefit Rider', 'Intensive Care Unit Benefit Rider', 'Mental Illness Benefit Rider', 'Outpatient Surgery [and Pre-admission Testing] Benefit Rider', 'Pregnancy Indemnity Benefit Rider', 'Reconstructive Surgery Benefit Rider', 'Recuperation Benefit Rider', 'Rehabilitation Benefit Rider', 'Skilled Nursing Facility Benefit Rider', 'Enrollment Form', 'Amendment', 'Group [Accident] Indemnity Insurance Certificate Endorsement']",6/28/17
Securian Life Insurance Company,93742.0,Securian Group HIP 2017 - AMTA,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131280546,98,131280546,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131280546,True,https://filingaccess.serff.com/sfa/home/SC,[],11/27/17
Securian Life Insurance Company,93742.0,Securian Group HIP 2017 - Mental Illness Update,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131321107,98,131321107,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131321107,True,https://filingaccess.serff.com/sfa/home/SC,[],12/29/17
Securian Life Insurance Company,93742.0,Securian Group HIP 2017 - Moose,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131280699,98,131280699,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131280699,True,https://filingaccess.serff.com/sfa/home/SC,[],11/27/17
Securian Life Insurance Company,93742.0,Securian Group HIP 2017 - VFW,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131311918,98,131311918,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131311918,True,https://filingaccess.serff.com/sfa/home/SC,[],12/19/17
Securian Life Insurance Company,93742.0,Securian Group HIP- Kiwanis,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed For Informational Purposes Only,MNNL-131493627,98,131493627,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131493627,True,https://filingaccess.serff.com/sfa/home/SC,[],5/9/18
Securian Life Insurance Company,93742.0,Securian Grp Accident - ADD,H02G.000 Health - Accident Only,Form/Rate,Closed - Closed For Informational Purposes Only,MNNL-131048297,98,131048297,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131048297,True,https://filingaccess.serff.com/sfa/home/SC,"['Certificate of Insurance', '[Accident] [Emergency] Outpatient Care Benefit Rider', 'Accidental Death Recreational Vehicle Travel Benefit Rider', 'Accident Hospital Indemnity Benefit Rider', 'Accident Hospital Indemnity Covered Trip Benefit Rider', 'Accumulation Benefit Rider', 'Common Carrier Benefit Rider', 'Dependent Child Day Care Benefit Rider', 'Dismemberment Benefit Rider', 'Education Benefit Rider', '[Emergency Room and Ambulance] Rider', 'Intensive Care Indemnity Rider', 'Military Pilot Benefit Rider', 'Paralysis Benefit Rider', 'Private Passenger Benefit Rider', 'Rehabilitation Benefit Rider', 'Repatriation Benefit Rider', 'Seatbelt Benefit Rider', 'Total Disability Benefit Rider', 'Amendment', 'Enrollment Form', 'Group [Travel] Accident Insurance Certificate Endorsement', 'Actuarial Memorandum']",6/16/17
Securian Life Insurance Company,93742.0,Securian Grp Cancer 2017,H07G.002A Dread Disease - Cancer Only,Form,Closed - Closed For Informational Purposes Only,MNNL-131090892,98,131090892,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131090892,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Certificate of Insurance', 'Ambulance Benefit Rider', 'Attending Physician Benefit Rider', 'Blood and Plasma Benefit Rider', 'Cancer Diagnostic Benefit Rider', 'Cancer Intensive Care Indemnity Benefit Rider', 'Death Benefit Rider', 'Experimental Cancer/Trial Treatment Benefit Rider', 'Extended Hospital Expenses Benefit Rider', 'First Occurrence Benefit Rider', 'First Occurrence Skin Cancer Benefit Rider', 'Heart and Circulatory Benefit Rider', 'Home Nursing Care Benefit Rider', 'Hospice Care Benefit Rider', 'Inpatient Drugs and Medicine Benefit Rider', 'Miscellaneous Hospital Expenses Benefit Rider', 'Outpatient Surgery Benefit Rider', 'Outpatient Prescription Drug Benefit Rider', 'Private Duty Nurse Benefit Rider', 'Radiation and Chemotherapy Benefit Rider', 'Return of Premium Benefit Rider', 'Second Opinion Benefit Rider', 'Skilled Nursing Facility Benefit Rider', 'Skin Cancer Benefit Rider', 'Specified Disease Benefit Rider', 'Surgical and Anesthesia [(Inpatient)] Benefit Rider', 'Transportation Benefit Rider', 'Wellness Care Benefit Rider', 'Application/Enrollment Form', 'Amendment', 'Group Cancer Indemnity Insurance Certificate Endorsement']",6/22/17
Securian Life Insurance Company,93742.0,SLIC Group Accidental Death and Dismemberment Insurance,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Closed Exempt,MNNL-129649512,98,129649512,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129649512,True,https://filingaccess.serff.com/sfa/home/SC,"['Accidental Death and Dismemberment Insurance Policy', 'Accidental Death and Dismembement Certificate of Insurance', 'Implementation Credit Policy Rider', 'Certificate Specifications Page', 'AD&D Profile Page', 'Accidental Death and Dismemberment Insurance Policyholder Application', 'Accidental Death and Dismemberment Insurance Enrollment', 'Accidental Death and Dismemberment Insurance Group Policy Amendment', 'Accidental Death and Dismembement Insurance Certificate Endorsement', 'Accidental Death and Dismembement Insurance Certificate Endorsement']",8/8/14
Securian Life Insurance Company,93742.0,Value Added Services Rider - Supp Health,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,MNNL-134488128,98,134488128,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134488128,True,https://filingaccess.serff.com/sfa/home/SC,['Value Added Services Rider'],4/7/25
Securian Life Insurance Company,93742.0,Value Added Services Rider - Supp Health,H07G.002 Dread Disease,Form,Closed - Closed Exempt,MNNL-134450594,98,134450594,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134450594,True,https://filingaccess.serff.com/sfa/home/SC,['Value Added Services Rider'],3/7/25
Securian Life Insurance Company,93742.0,Value Added Services Rider - Supp Health,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,MNNL-134450596,98,134450596,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134450596,True,https://filingaccess.serff.com/sfa/home/SC,['Value Added Services Rider'],3/7/25
Security Financial Life Insurance Co.,68764.0,MED RE,Group Limited Benefit,Form,Closed - Closed Exempt,USPH-6UWJJC998/00-00/00-00/00,98,6UWJJC998/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6UWJJC998/00,True,https://filingaccess.serff.com/sfa/home/SC,['Value Added Services Rider'],3/7/25
Security Life Insurance Company of America,68721.0,2015 ACA Group Dental,H10G.000 Health - Dental,Form/Rate,Closed - Approved,SLIA-129539728,98,129539728,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129539728,True,https://filingaccess.serff.com/sfa/home/SC,[],5/21/14
Security Life Insurance Company of America,68721.0,Group Application - Variable,H21.000 Health - Other,Form,Closed - Closed Exempt,SLIA-128088531,98,128088531,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128088531,True,https://filingaccess.serff.com/sfa/home/SC,['Group Application'],2/16/12
Security Life Insurance Company of America,68721.0,Group Blanket Accident Insurance,H04.001 Student,Form/Rate,Closed - Approved as Amended,SLIA-130045908,98,130045908,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130045908,True,https://filingaccess.serff.com/sfa/home/SC,"['Group Blanket Accident Insurance Policy', 'General Notice Endorsement', 'General Endorsement', 'Extended Dental Coverage Endorsement', 'Student Insurance Application', 'Student Accident Insurance Application', 'Special Risk Accident Insurance Application', 'Enrollment Envelope for Student Accident Insurance', 'Actuarial Memorandum with rates']",4/24/15
Security Life Insurance Company of America,68721.0,Group Dental 2015,H10G.000 Health - Dental,Form,Closed - Closed Exempt,SLIA-130281966,98,130281966,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130281966,True,https://filingaccess.serff.com/sfa/home/SC,"['Indemnity schedule of benefits', 'Indemnity benefit provisions', 'PPO schedule of benefits', 'PPO benefit provisions', 'Voluntary indemnity schedule of benefits', 'Voluntary indemnity benefit provisions', 'Voluntary PPO schedule of benefits', 'Voluntary PPO benefit provisions']",10/13/15
Security Life Insurance Company of America,68721.0,Individual Dental Insurance,H10I.000 Health - Dental,Form/Rate,Closed - Approved,SLAI-129057789,98,129057789,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129057789,True,https://filingaccess.serff.com/sfa/home/SC,"['Coverage Schedule', 'Preferred Provider Vision Benefit Rider', 'Individual Insurance Application', 'Individual Dental Rate Filing']",6/5/13
Security Life Insurance Company of America,68721.0,Individual Dental Insurance Policy,H10I.000 Health - Dental,Form/Rate,Closed - Approved,SLAI-128759461,98,128759461,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128759461,True,https://filingaccess.serff.com/sfa/home/SC,"['Individual Limited Benefit Health Insurance Policy for Dental Expenses', 'Coverage Schedule', 'Coverage Schedule', 'Coverage Schedule', 'Vision Coverage Schedule', 'Preferred Provider Coverage Rider', 'Vision Benefit Rider', 'Orthodontia Benefit Rider', 'Individual Insurance Application', 'Individual Dental Rate Filing']",11/13/12
Security Life Insurance Company of America,68721.0,Individual Vision,H20I.000 Health - Vision,Form/Rate,Closed - Closed Exempt,SLAI-129721450,98,129721450,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129721450,True,https://filingaccess.serff.com/sfa/home/SC,"['Individual Vision Insurance Policy', 'Preferred Provider Coverage Rider', 'Individual Vision Indemnity Coverage Schedule', 'Individual Vision PPO Coverage Schedule', 'Individual Application', 'Individual Vision Insurance Outline of Coverage', 'Ind Vision Rate Manual']",9/12/14
Security Life Insurance Company of America,68721.0,Premier Choice,H11G.002 Short Term,Form,Closed - Closed Exempt,SLIA-126735513,98,126735513,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126735513,True,https://filingaccess.serff.com/sfa/home/SC,"['STD Benefit Provisions', 'Voluntary STD Benefit Provisions']",7/22/10
Security Life Insurance Company of America,68721.0,Premier Choice - Dental PPO,H10G.000 Health - Dental,Form,Closed - Closed Exempt,SLIA-127625551,98,127625551,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127625551,True,https://filingaccess.serff.com/sfa/home/SC,"['Dental PPO Schedule of Benefits', 'Dental PPO Benefit Provisions', 'Voluntary Dental PPO Schedule of Benefits', 'Voluntary Dental PPO Benefit Provisions']",9/14/11
Security Life Insurance Company of America,68721.0,Premier Choice - LTD,H11G.003 Long Term,Form,Closed - Closed Exempt,SLIA-126827376,98,126827376,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126827376,True,https://filingaccess.serff.com/sfa/home/SC,"['LTD Insurance 2 to 9 Product Addendum', 'LTD Insurance 2 to 9 Product Addendum', 'LTD Insurance 10+ Product Addendum', 'Voluntary LTD Insurance Product Addendum', 'LTD Insurance Core/BuyUp Product Addendum', 'LTD Schedule of Benefits', 'LTD Benefit Provisions', 'Voluntary LTD Schedule of Benefits', 'Voluntary LTD Benefit Provisions']",10/8/10
